Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-1.0,To which patients or groups is Leucovorin typically administered?,Patients (Blocked Info); 2016,"Leucovorin is typically administered to patients who have received high-dose methotrexate, a chemotherapy medication, to help prevent or treat methotrexate toxicity. It is also used to treat certain types of cancer, such as colorectal cancer, and to prevent toxicity in patients with certain genetic disorders, such as homocystinuria.",False,1.42,False,N/A
-1.0,To which cell types is High Density Lipoproteins typically administered?,Cells (Blocked Info); 2016,High Density Lipoproteins (HDL) are not typically administered to cells. HDL is a type of lipoprotein that is naturally produced by the liver and small intestine. It is a component of the blood plasma and is involved in the transport of cholesterol from the bloodstream to the liver for excretion.,False,1.3,False,N/A
-1.0,To which patients or groups is Lorazepam typically administered?,Patients (Blocked Info); 2016,"Lorazepam is typically administered to patients with anxiety disorders, insomnia, seizures, or acute alcohol withdrawal symptoms. It is also used for sedation before medical procedures and to treat symptoms of anxiety or insomnia associated with depression.",False,1.41,False,N/A
-1.0,To which patients or groups is Magnetic Resonance Imaging typically administered?,Patients (Blocked Info); 2016,"Magnetic Resonance Imaging (MRI) is typically administered to patients with a wide range of medical conditions, including:

* Neurological disorders: stroke, brain tumors, multiple sclerosis, Parkinson's disease, and Alzheimer's disease
* Musculoskeletal disorders: joint injuries, osteoarthritis, and musculoskeletal tumors
* Cancer: breast cancer, prostate cancer, and liver cancer
* Cardiovascular diseases: coronary artery disease, heart failure, and aortic aneurysms
*",False,1.29,False,N/A
-1.0,To which cell types is Membrane Proteins typically administered?,Cells (Blocked Info); 2016,"Membrane proteins are typically administered to epithelial cells, which form the lining of various organs and glands, and to red blood cells, which are responsible for transporting oxygen throughout the body.",False,1.4,False,N/A
-1.0,To which patients or groups is Meperidine typically administered?,Patients (Blocked Info); 2016,"Meperidine is typically administered to patients with moderate to severe pain, particularly those who require short-term pain relief. It is often used for:

* Acute pain management in the hospital setting
* Postoperative pain management
* Cancer pain
* Migraines
* Headaches
* Muscle spasms
* Restless leg syndrome

It is usually given to patients who are unable to take other opioids or have contraindications to them.",False,1.51,False,N/A
-1.0,To which patients or groups is Methotrexate typically administered?,Patients (Blocked Info); 2016,"Methotrexate is typically administered to patients with:

1. Rheumatoid arthritis
2. Psoriasis
3. Psoriatic arthritis
4. Crohn's disease
5. Ulcerative colitis
6. Certain types of leukemia (e.g., acute lymphoblastic leukemia)
7. Breast cancer
8. Osteosarcoma (a type of bone cancer)
9. Some cases of ectopic pregnancy

It's often used as a chemotherapy agent or an",False,1.23,False,N/A
-1.0,To which patients or groups is Metoclopramide typically administered?,Patients (Blocked Info); 2016,"Metoclopramide is typically administered to patients with:

* Nausea and vomiting associated with cancer chemotherapy
* Gastroesophageal reflux disease (GERD)
* Diabetic gastroparesis (delayed stomach emptying)
* Migraines
* Postoperative nausea and vomiting
* Cyclic vomiting syndrome
* Gastroparesis (delayed stomach emptying) in general.

It is also used to treat symptoms of Parkinson's disease, such as tremors and rig",False,1.35,False,N/A
-1.0,To which patients or groups is Morphine typically administered?,Patients (Blocked Info); 2016,"Morphine is typically administered to patients with moderate to severe pain, particularly those with:

* Acute pain (e.g., post-operative pain, trauma)
* Chronic pain (e.g., cancer, end-of-life care)
* Cancer pain
* Severe injuries (e.g., burns, fractures)
* Labor pain (in some cases)
* Palliative care
* Hospice care

It's usually given under the guidance of a healthcare professional, often in a hospital or clinical setting.",False,1.43,False,N/A
-1.0,To which patients or groups is Naloxone typically administered?,Patients (Blocked Info); 2016,"Naloxone is typically administered to patients who are experiencing an opioid overdose, including those who have overdosed on prescription opioids, heroin, or fentanyl. It is also used for patients who are experiencing respiratory depression or sedation due to opioid use.",False,1.34,False,N/A
-1.0,To which patients or groups is Naltrexone typically administered?,Patients (Blocked Info); 2016,"Naltrexone is typically administered to patients with opioid use disorder, alcohol dependence, and alcoholism. It is also used to treat kleptomania and other impulse control disorders.",False,1.36,False,N/A
-1.0,To which patients or groups is Neurologic Examination typically administered?,Patients (Blocked Info); 2016,"A neurologic examination is typically administered to patients who have symptoms or signs suggestive of a neurological disorder, such as:

* Patients with acute or chronic neurological symptoms, such as weakness, numbness, tingling, seizures, or difficulty with speech or movement.
* Patients with a history of head trauma, stroke, or other conditions that may affect the nervous system.
* Patients with a history of neurological disorders, such as multiple sclerosis, Parkinson's disease, or peripheral neuropathy.
* Patients undergoing surgery,",False,1.35,False,N/A
-1.0,To which patients or groups is Neuropsychological Tests typically administered?,Patients (Blocked Info); 2016,"Neuropsychological tests are typically administered to individuals who have experienced a brain injury, stroke, or neurological disorder, such as:

1. Traumatic brain injury (TBI) patients
2. Stroke or cerebral vascular accident (CVA) patients
3. Patients with neurodegenerative diseases (e.g., Alzheimer's disease, Parkinson's disease)
4. Individuals with traumatic brain injuries (e.g., concussions, mild traumatic brain injury)
5. Patients with psychiatric conditions (e.g",False,1.28,False,N/A
-1.0,To which patients or groups is Omeprazole typically administered?,Patients (Blocked Info); 2016,"Omeprazole is typically administered to patients with:

* Gastroesophageal reflux disease (GERD)
* Peptic ulcers
* Zollinger-Ellison syndrome
* Erosive esophagitis
* Helicobacter pylori infection (in combination with antibiotics)
* Pathological hypersecretory conditions
* Erosive esophagitis caused by NSAID use

It is also used to treat and prevent ulcers in the stomach and intestines caused",False,1.27,False,N/A
-1.0,To which patients or groups is Oxygen typically administered?,Patients (Blocked Info); 2016,"Oxygen is typically administered to patients with:

1. Respiratory distress or failure
2. Chronic obstructive pulmonary disease (COPD)
3. Pneumonia
4. Pneumothorax
5. Cardiac arrest
6. Severe asthma attacks
7. Carbon monoxide poisoning
8. High-altitude sickness
9. Premature infants or newborns with respiratory issues
10. Patients undergoing surgery, especially those with respiratory or cardiac conditions.

It's usually administered",False,1.31,False,N/A
-1.0,To which cell types is Peptides typically administered?,Cells (Blocked Info); 2016,"Peptides are typically administered to immune cells, such as dendritic cells, T cells, and B cells, as well as to other cells involved in the immune response, like macrophages and natural killer cells.",False,1.34,False,N/A
-1.0,To which patients or groups is Vitamin K 1 typically administered?,Patients (Blocked Info); 2016,"Vitamin K1 (phylloquinone) is typically administered to patients who are at risk of bleeding due to:

1. Newborns with jaundice or low birth weight, as they may have low levels of vitamin K.
2. Patients taking anticoagulant medications, such as warfarin, who need to reverse or prevent excessive bleeding.
3. Patients undergoing surgery, especially those with liver disease or malabsorption issues.
4. Individuals with liver disease, such as cir",False,1.36,False,N/A
-1.0,To which patients or groups is Placebos typically administered?,Patients (Blocked Info); 2016,"Placebos are typically administered to:

1. Healthy individuals in clinical trials to compare the effects of a new treatment to a dummy treatment.
2. Patients with a mild or self-limiting condition, such as a headache or a minor cold, to assess the effectiveness of a treatment.
3. Patients who are not responding to a standard treatment, to rule out a placebo effect.
4. Participants in studies to assess the effectiveness of a treatment in a specific population, such as children or older adults.

However",False,1.54,False,N/A
