subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id
5068|6100|11333|23175|51108,REG3A|RP9|PDAP1|LPIN1|METTL9,gngm,AFFECTS,C0949765,Polyadenylation,moft,2010,19910410,19910410,,22888693
50943,FOXP3,gngm,AFFECTS,C0004368,Autoimmunity,patf,2010,19941313,19941313,,22057031
50943,FOXP3,gngm,AFFECTS,C0011306,Dendritic Cells,cell,2010,19941109,19941109,,21930016
50943,FOXP3,gngm,AFFECTS,C0020963,Immune Tolerance,patf,2010,19941127,19941127,,21942114
50943,FOXP3,gngm,AFFECTS,C0677043,Histopathology,patf,2010,19952070,19952070,,28165824
51094,ADIPOR1,gngm,AFFECTS,C0016030,Fibroblasts,cell,2010,19947943,19947943,,25799763
51151,SLC45A2,gngm,AFFECTS,C1512409,Hepatocarcinogenesis,neop,2010,19906068,19906068,,20560815
51473,DCDC2,gngm,AFFECTS,C0025202,melanoma,neop,2010,19951251,19951251,,27774987
5187,PER1,gngm,AFFECTS,C0037083,Signal Transduction,celf,2010,19969521,19969521,,3133464
5241|5541|5555|140738|449619|619465|100616101|100616102|100616103|100775105|100862683|100862684|100862685,PGR|PR@|PRH2|TMEM37|ERVK-7|ERVK-8|ERVK-10|ERVK-9|ERVK-21|ERVK-18|ERVK-25|ERVK-24|ERVK-19,aapp,AFFECTS,C0278601,Inflammatory Breast Carcinoma,neop,2010,19902352,19902352,,18710830
5290|5291|5293|5294,PIK3CA|PIK3CB|PIK3CD|PIK3CG,aapp,AFFECTS,C0020962,Immune system,bdsy,2010,20007249,20007249,,24126407
5290|5291|5293|5294,PIK3CA|PIK3CB|PIK3CD|PIK3CG,gngm,AFFECTS,C0037080,Signal Pathways,celf,2010,20014924,20014924,,28531602
5300,PIN1,gngm,AFFECTS,C0040649,"Transcription, Genetic",genf,2010,19995909,19995909,,7092504
538,ATP7A,gngm,AFFECTS,C0025516,"Metabolic Detoxication, Drug",orgf,2010,20005242,20005242,,22880744
540,ATP7B,gngm,AFFECTS,C0025516,"Metabolic Detoxication, Drug",orgf,2010,20005242,20005242,,22880744
54106,TLR9,gngm,AFFECTS,C0017262,Gene Expression,genf,2010,20005572,20005572,,23117766
54106,TLR9,gngm,AFFECTS,C0086982,Signal Transduction Pathways,celf,2010,20005572,20005572,,23117147
54556,ING3,gngm,AFFECTS,C0007634,Cells,cell,2010,19935701,19935701,,18909932
5460,POU5F1,gngm,AFFECTS,C0599946,attenuation,genf,2010,19997087,19997087,,18721298
5460,POU5F1,gngm,AFFECTS,C1519751,Ubiquitination,moft,2010,19997087,19997087,,18721029
55031,USP47,gngm,AFFECTS,C0007595,Cell Growth,celf,2010,19966869,19966869,,1019557
55031,USP47,gngm,AFFECTS,C0007620,Cell Survival,celf,2010,19966869,19966869,,1018688
55106,SLFN12,gngm,AFFECTS,C1155013,T-cell differentiation,celf,2010,19996332,19996332,,7396142
55107,ANO1,gngm,AFFECTS,C1326553,seed dormancy,orgf,2010,20013031,20013031,,27513092
55323,LARP6,gngm,AFFECTS,C0040711,"Translation, Genetic",genf,2010,19917293,19917293,,26940396
55502,HES6,gngm,AFFECTS,C0007587,Cell Death,celf,2010,19968968,19968968,,2662549
55502,HES6,gngm,AFFECTS,C0011065,Cessation of life,orgf,2010,19968968,19968968,,2661075
55502,HES6,gngm,AFFECTS,C0596290,Cell Proliferation,celf,2010,19968968,19968968,,2660644
55505,NOP10,gngm,AFFECTS,C0265965,Dyskeratosis Congenita,cgab,2010,20008900,20008900,,25295496
55611,OTUB1,gngm,AFFECTS,C1157996,Deubiquitination,moft,2010,19996094,19996094,,7209329
5562|5563|5564,PRKAA1|PRKAA2|PRKAB1,gngm,AFFECTS,C1563744,Lipogenesis,orgf,2010,20005944,20005944,,23379802
55651,NHP2,gngm,AFFECTS,C0265965,Dyskeratosis Congenita,cgab,2010,20008900,20008900,,25295496
55872,PBK,gngm,AFFECTS,C0018270,Growth,orgf,2010,19945431,19945431,,24416656
55885,LMO3,gngm,AFFECTS,C0596263,Carcinogenesis,neop,2010,19995558,19995558,,6853243
5599,MAPK8,gngm,AFFECTS,C0021368,Inflammation,patf,2010,19903520,19903520,,19346427
5686|9907,PSMA5|AP5Z1,gngm,AFFECTS,C0021368,Inflammation,patf,2010,20007975,20007975,,24691980
56994|79947,CHPT1|DHDDS,aapp,AFFECTS,C1320357,Pain intensity,fndg,2010,20013256,20013256,,27662264
5706|8814|23552|348995,PSMC6|CDKL1|CDK20|NUP43,gngm,AFFECTS,C1518440,Nuclear Translocation,moft,2010,19946338,19946338,,24971360
5714,PSMD8,gngm,AFFECTS,C1157996,Deubiquitination,moft,2010,20004025,20004025,,22082262
57154,SMURF1,gngm,AFFECTS,C0007608,cell motility,celf,2010,20009572,20009572,,25687109
57216,VANGL2,gngm,AFFECTS,C1326504,neuronal migration,celf,2010,19937772,19937772,,20137719
57379,AICDA,gngm,AFFECTS,C0598494,derepression,genf,2010,19966806,19966806,,955226
57697,FANCM,gngm,AFFECTS,C0012899,DNA Repair,genf,2010,19918932,19918932,,27926025
57697,FANCM,gngm,AFFECTS,C0599773,Homologous Recombination,genf,2010,19918932,19918932,,27926025
5868,RAB5A,aapp,AFFECTS,C0005495,Biogenesis,npop,2010,19995552,19995552,,6846423
5879,RAC1,gngm,AFFECTS,C0007608,cell motility,celf,2010,20008333,20008333,,24992293
5879,RAC1,gngm,AFFECTS,C0037080,Signal Pathways,celf,2010,19948726,19948726,,26254816
5880,RAC2,aapp,AFFECTS,C0012222,Diffusion,npop,2010,20007712,20007712,,24526187
