subject_cui,subject_name,subject_semtype,predicate,object_cui,object_name,object_semtype,first_year,first_pmid,citation_pmid,first_issn,first_sentence_id,Questions
C0030899,Pentoxifylline,orch,COEXISTS_WITH,C0001443,Adenosine,bacs,2010,19997047,19997047,,18673456,Which active substances commonly co-exists with Pentoxifylline?
C0032285,Pneumonia,dsyn,COEXISTS_WITH,C0018916,Hemangioma,neop,2010,27755820,27755820,,16911603,Which diseases or conditions commonly co-exists with Pneumonia?
C0035191,"Resins, Plant",orch,COEXISTS_WITH,C0043047,Water,inch,2010,19902280,19902280,,18658256,"Which medical entities commonly co-exists with Resins, Plant?"
C0035300,RETINAL ABNORMALITY,fndg,COEXISTS_WITH,C0021171,Bloch Sulzberger syndrome,dsyn,2010,18983617,18983617,,121363235,Which diseases or conditions commonly co-exists with RETINAL ABNORMALITY?
C0038525,Subarachnoid Hemorrhage,dsyn,COEXISTS_WITH,C0036980,"Shock, Cardiogenic",patf,2010,25302440,25302440,,18693965,Which pathologic functions commonly co-exists with Subarachnoid Hemorrhage?
C0040648,TRANSCRIPTION FACTOR,aapp,COEXISTS_WITH,C0031676,Phospholipids,bacs,2010,18982003,18982003,,121354867,Which active substances commonly co-exists with TRANSCRIPTION FACTOR?
C0041004,Triglycerides,bacs,COEXISTS_WITH,C0011947,Dialysis Solutions,phsu,2010,19902268,19902268,,18645811,Which pharmacologic substances commonly co-exists with Triglycerides?
C0045246,"2,2'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid",orch,COEXISTS_WITH,C0544357,Human plasma,phsu,2010,27721349,27721349,,1249889,"Which pharmacologic substances commonly co-exists with 2,2'-azino-di-(3-ethylbenzothiazoline)-6-sulfonic acid?"
C0151526,Premature Birth,patf,COEXISTS_WITH,C0009789,Consanguinity,fndg,2010,18982433,18982433,,121357264,Which clinical findings commonly co-exists with Premature Birth?
C0175677,Injury,inpo,COEXISTS_WITH,C0012634,Disease,dsyn,2010,27721340,27721340,,1241279,Which diseases or conditions commonly co-exists with Injury?
C0285890,alpha-Synuclein,aapp,COEXISTS_WITH,C0669372|4843,"NOS2A protein, human|NOS2",gngm,2010,18986737,18986737,,121379761,Which genes commonly co-exists with alpha-Synuclein?
C0314642,Regulatory sequence,nusq,COEXISTS_WITH,C0033413,Promoter Regions (Genetics),bacs,2010,19902333,19902333,,18696861,Which active substances commonly co-exists with Regulatory sequence?
C0338831,Manic,mobd,COEXISTS_WITH,C0005586,Bipolar Disorder,mobd,2010,18982003,18982003,,121354862,Which diseases or conditions commonly co-exists with Manic?
C0340515,Myocardial dysfunction,patf,COEXISTS_WITH,C0036690,Septicemia,dsyn,2010,19997049,19997049,,18675339,Which diseases or conditions commonly co-exists with Myocardial dysfunction?
C0340515,Myocardial dysfunction,patf,COEXISTS_WITH,C0038525,Subarachnoid Hemorrhage,dsyn,2010,25302440,25302440,,18694439,Which diseases or conditions commonly co-exists with Myocardial dysfunction?
C0340515,Myocardial dysfunction,patf,COEXISTS_WITH,C0349782,Generalized ischemic myocardial dysfunction,dsyn,2010,25302440,25302440,,18694323,Which diseases or conditions commonly co-exists with Myocardial dysfunction?
C0349707,Aspiration-action,topp,COEXISTS_WITH,C0011900,Diagnosis,hlca,2010,27755777,27755777,,16896989,Which medical entities commonly co-exists with Aspiration-action?
C0376622|5243,ABCB1 gene|ABCB1,gngm,COEXISTS_WITH,2067,ERCC1,gngm,2010,27721358,27721358,,1262625,Which genes commonly co-exists with ABCB1 gene|ABCB1?
C0398625,Protein C Deficiency,dsyn,COEXISTS_WITH,C0034065,Pulmonary Embolism,dsyn,2010,18977778,18977778,,121332692,Which diseases or conditions commonly co-exists with Protein C Deficiency?
C0546884,Hypovolemia,patf,COEXISTS_WITH,C0038455,Stroke Volume,fndg,2010,19997052,19997052,,18682103,Which clinical findings commonly co-exists with Hypovolemia?
C0700049,Encounter due to palliative Care,fndg,COEXISTS_WITH,C0027765,nervous system disorder,dsyn,2010,27744962,27744962,,12890697,Which diseases or conditions commonly co-exists with Encounter due to palliative Care?
C0751984,Monomeric GTP-Binding Proteins,aapp,COEXISTS_WITH,C0033684,Proteins,gngm,2010,18977250,18977250,,121328785,Which genes commonly co-exists with Monomeric GTP-Binding Proteins?
C0752046,Single Nucleotide Polymorphism,nusq,COEXISTS_WITH,C0017337,Genes,gngm,2010,19902324,19902324,,18689307,Which genes commonly co-exists with Single Nucleotide Polymorphism?
C0853061,Vascular resistance systemic increased,fndg,COEXISTS_WITH,C0036983,Septic Shock,patf,2010,25302436,25302436,,18691731,Which pathologic functions commonly co-exists with Vascular resistance systemic increased?
C0936248,Chondroma,neop,COEXISTS_WITH,C0027651,Neoplasm,neop,2010,19935059,19935059,,18698387,Which diseases or conditions commonly co-exists with Chondroma?
C0971859,Bone Growth,ortf,COEXISTS_WITH,C0243109,postnatal growth,orgf,2010,19902269,19902269,,18647395,Which medical entities commonly co-exists with Bone Growth?
C1135135,erlotinib,orch,COEXISTS_WITH,C0544357,Human plasma,phsu,2010,27721346,27721346,,1247883,Which pharmacologic substances commonly co-exists with erlotinib?
C1135598,postnatal development,orgf,COEXISTS_WITH,C0232164,Cardiac function,ortf,2010,18977019,18977019,,121327148,Which medical entities commonly co-exists with postnatal development?
C1149629,histone deacetylase activity,moft,COEXISTS_WITH,C0010674,Cystic Fibrosis,dsyn,2010,19966789,19966789,,942166,Which diseases or conditions commonly co-exists with histone deacetylase activity?
C1328247,Abuse,mobd,COEXISTS_WITH,C0034065,Pulmonary Embolism,dsyn,2010,18977778,18977778,,121332692,Which diseases or conditions commonly co-exists with Abuse?
C1524026,"Metabolic Process, Cellular",celf,COEXISTS_WITH,C0031764,Photosynthesis,phsf,2010,19966815,19966815,,964057,"Which physiologic functions commonly co-exists with Metabolic Process, Cellular?"
C1559154,Chemoradiation,dsyn,COEXISTS_WITH,C0152018,Esophageal carcinoma,neop,2010,27755781,27755781,,16899064,Which diseases or conditions commonly co-exists with Chemoradiation?
C0002903,Anesthesia procedures,topp,COMPARED_WITH,C0002903,Anesthesia procedures,topp,2010,19902278,19902278,,18656299,"In a biomedical context, what is the relationship between Anesthesia procedures and medical entities via COMPARED_WITH?"
C0021102,Implants,medd,COMPARED_WITH,C0002072,Alkanesulfonates,orch,2010,19902334,19902334,,18698224,"In a biomedical context, what is the relationship between Implants and chemicals via COMPARED_WITH?"
C0068693,nickel-iron hydrogenase,aapp,COMPARED_WITH,C0020284,Hydrogenase,aapp,2010,19966788,19966788,,940240,"In a biomedical context, what is the relationship between nickel-iron hydrogenase and proteins via COMPARED_WITH?"
C1276413,Therapeutic regimen,topp,COMPARED_WITH,C0149783,Steroid therapy,topp,2010,19902267,19902267,,18645038,"In a biomedical context, what is the relationship between Therapeutic regimen and medical entities via COMPARED_WITH?"
C0005558,Biopsy,diap,DIAGNOSES,C0376358,Malignant neoplasm of prostate,neop,2010,19935058,19935058,,18697819,Which diseases or conditions is Biopsy used to diagnose?
C0005558,Biopsy,diap,DIAGNOSES,C0867388,Acute graft-versus-host disease,patf,2010,19966849,19966849,,979467,Which pathologic functions is Biopsy used to diagnose?
C0027646,Diagnostic Neoplasm Staging,diap,DIAGNOSES,C0006826,Malignant Neoplasms,neop,2010,19997074,19997074,,18706397,Which diseases or conditions is Diagnostic Neoplasm Staging used to diagnose?
C0027646,Diagnostic Neoplasm Staging,diap,DIAGNOSES,C0012634,Disease,dsyn,2010,19997074,19997074,,18706397,Which diseases or conditions is Diagnostic Neoplasm Staging used to diagnose?
C0028661,Nurses,prog,DIAGNOSES,C0497327,Dementia,mobd,2010,27744849,27744849,,12880017,Which diseases or conditions is Nurses used to diagnose?
C0032520,Polymerase Chain Reaction,lbpr,DIAGNOSES,C0021364,"Infertility, Male",dsyn,2010,19966830,19966830,,966037,Which diseases or conditions is Polymerase Chain Reaction used to diagnose?
C0040395,tomography,diap,DIAGNOSES,C0025063,Mediastinal Neoplasms,neop,2010,27755814,27755814,,16909422,Which diseases or conditions is tomography used to diagnose?
C0043299,Diagnostic radiologic examination,diap,DIAGNOSES,C0376710,Esophageal Hernia,anab,2010,18958536,18958536,,121216344,Which medical entities is Diagnostic radiologic examination used to diagnose?
C0441633,Scanning,diap,DIAGNOSES,C0747264,PARENCHYMAL HEMORRHAGE,patf,2010,25302439,25302439,,18693782,Which pathologic functions is Scanning used to diagnose?
C0751980,Comet Assay,mbrt,DIAGNOSES,C0012860,DNA Damage,comd,2010,19902326,19902326,,18693036,Which medical entities is Comet Assay used to diagnose?
C0936232,Puncture biopsy,diap,DIAGNOSES,C0747260,PARATRACHEAL MASS,dsyn,2010,27755777,27755777,,16897109,Which diseases or conditions is Puncture biopsy used to diagnose?
C0001291,Actomyosin,aapp,DISRUPTS,C0007634,Cells,cell,2010,19966783,19966783,,934247,Which cell types does Actomyosin disrupt?
C0050218,9-deoxy-delta-9-prostaglandin D2,eico,DISRUPTS,C1155266,Inflammatory Response,patf,2010,19997048,19997048,,18674545,Which pathologic functions does 9-deoxy-delta-9-prostaglandin D2 disrupt?
C0080113,Retinoblastoma Protein,aapp,DISRUPTS,C1326912,Tumorigenesis,neop,2010,19966802,19966802,,950700,Which diseases or conditions does Retinoblastoma Protein disrupt?
C0021102,Implants,medd,HIGHER_THAN,C0002072,Alkanesulfonates,orch,2010,19902334,19902334,,18698224,"In a biomedical context, what is the relationship between Implants and chemicals via HIGHER_THAN?"
6736,SRY,gngm,INHIBITS,C0257158|7024,transcription factor CP2|TFCP2,gngm,2010,19902333,19902333,,18697084,Which genes does SRY inhibit?
C0003402,Antioxidants,phsu,INHIBITS,C0019796,HMGB1 Protein,gngm,2010,19997046,19997046,,18671652,Which genes does Antioxidants inhibit?
C0018282,Growth Inhibitors,phsu,INHIBITS,C0971859,Bone Growth,ortf,2010,19902269,19902269,,18648076,Which medical entities does Growth Inhibitors inhibit?
C0033017,Pregnenolone Carbonitrile,phsu,INHIBITS,C0360696,Oral form digoxin,orch,2010,27721343,27721343,,1245039,Which chemicals does Pregnenolone Carbonitrile inhibit?
C0054504|6279,Calgranulin A|S100A8,aapp,INHIBITS,2011,MARK2,gngm,2010,19966800,19966800,,950005,Which genes does Calgranulin A|S100A8 inhibit?
C0054504|6279,Calgranulin A|S100A8,aapp,INHIBITS,C0031727,Phosphotransferases,aapp,2010,19966800,19966800,,949168,Which proteins does Calgranulin A|S100A8 inhibit?
C0699680,Metric,phsu,INHIBITS,C0038455,Stroke Volume,fndg,2010,19997052,19997052,,18681962,Which clinical findings does Metric inhibit?
C0885426,"Hydrogen, Homeopathic preparation",inch,INHIBITS,C0063146,Hydroxyl Radical,inch,2010,19997046,19997046,,18671040,"Which medical entities does Hydrogen, Homeopathic preparation inhibit?"
C0010723|978,Cytidine Deaminase|CDA,aapp,INTERACTS_WITH,C0029016,Oncogenes,gngm,2010,19966806,19966806,,955079,Which genes does Cytidine Deaminase|CDA significantly interact with?
C0011306,Dendritic Cells,cell,INTERACTS_WITH,55054,ATG16L1,gngm,2010,19966812,19966812,,961818,Which genes does Dendritic Cells significantly interact with?
C0011306,Dendritic Cells,cell,INTERACTS_WITH,64127,NOD2,gngm,2010,19966812,19966812,,961818,Which genes does Dendritic Cells significantly interact with?
C0013227,Pharmaceutical Preparations,phsu,INTERACTS_WITH,C0597486,solid state,chvs,2010,27721365,27721365,,1270307,Which medical entities does Pharmaceutical Preparations significantly interact with?
C0016400,Focus Groups,grup,INTERACTS_WITH,C0015576,Family,famg,2010,19902342,19902342,,18701740,Which medical entities does Focus Groups significantly interact with?
C0017337,Genes,gngm,INTERACTS_WITH,C0027882,Neurons,cell,2010,19966839,19966839,,973770,Which cell types does Genes significantly interact with?
C0017337,Genes,gngm,INTERACTS_WITH,C0089793,1-Phosphatidylinositol 4-Kinase,aapp,2010,19997063,19997063,,18694595,Which proteins does Genes significantly interact with?
C0017337,Genes,gngm,INTERACTS_WITH,C0596508,Embryonic Stem Cell,cell,2010,19966808,19966808,,957087,Which cell types does Genes significantly interact with?
C0023689,Ligase,aapp,INTERACTS_WITH,3429|5715|10534|10671|51014,IFI27|PSMD9|SSSCA1|DCTN6|TMED7,gngm,2010,19966802,19966802,,951199,Which genes does Ligase significantly interact with?
C0032521,Polymers,bodm,INTERACTS_WITH,C0444626,Crystal Structure,chvs,2010,19966794,19966794,,945273,Which medical entities does Polymers significantly interact with?
C0033017,Pregnenolone Carbonitrile,phsu,INTERACTS_WITH,C0012265,Digoxin,carb,2010,27721343,27721343,,1244336,Which medical entities does Pregnenolone Carbonitrile significantly interact with?
C0033684,Proteins,aapp,INTERACTS_WITH,C0389995,Rho-associated kinase,aapp,2010,19997050,19997050,,18677722,Which proteins does Proteins significantly interact with?
C0033684,Proteins,aapp,INTERACTS_WITH,C0669365|4846,"NOS3 protein, human|NOS3",aapp,2010,19997050,19997050,,18677722,Which proteins does Proteins significantly interact with?
C0035527,Riboflavin,orch,INTERACTS_WITH,C0017817,Glutathione,aapp,2010,18979218,18979218,,121339847,Which proteins does Riboflavin significantly interact with?
C0040648,TRANSCRIPTION FACTOR,aapp,INTERACTS_WITH,C0014442,Enzymes,enzy,2010,19997066,19997066,,18698430,Which enzymes does TRANSCRIPTION FACTOR significantly interact with?
C0040648,TRANSCRIPTION FACTOR,aapp,INTERACTS_WITH,C0596902,Membrane Transport Proteins,aapp,2010,19997066,19997066,,18698430,Which proteins does TRANSCRIPTION FACTOR significantly interact with?
C0054836,carvedilol,orch,INTERACTS_WITH,C0016745,Fructose,phsu,2010,27721351,27721351,,1252824,Which pharmacologic substances does carvedilol significantly interact with?
C0054836,carvedilol,orch,INTERACTS_WITH,C0060825,Fumaric acid,orch,2010,27721351,27721351,,1252824,Which chemicals does carvedilol significantly interact with?
C0065042,Annexins,gngm,INTERACTS_WITH,C0007634,Cells,cell,2010,19966809,19966809,,957544,Which cell types does Annexins significantly interact with?
C0073393,Risperidone,orch,INTERACTS_WITH,C0242643,P-Glycoprotein,aapp,2010,27721355,27721355,,1256813,Which proteins does Risperidone significantly interact with?
C0101725,receptor for advanced glycation endproducts,aapp,INTERACTS_WITH,C0289313,rosiglitazone,orch,2010,19902320,19902320,,18685065,Which chemicals does receptor for advanced glycation endproducts significantly interact with?
C0110610,connective tissue growth factor,aapp,INTERACTS_WITH,C0289313,rosiglitazone,orch,2010,19902320,19902320,,18685065,Which chemicals does connective tissue growth factor significantly interact with?
C0206588,"Receptors, Nuclear",aapp,INTERACTS_WITH,C0014442,Enzymes,enzy,2010,19997066,19997066,,18698430,"Which enzymes does Receptors, Nuclear significantly interact with?"
C0206588,"Receptors, Nuclear",aapp,INTERACTS_WITH,C0596902,Membrane Transport Proteins,aapp,2010,19997066,19997066,,18698430,"Which proteins does Receptors, Nuclear significantly interact with?"
C0257158|7024,transcription factor CP2|TFCP2,aapp,INTERACTS_WITH,6736,SRY,gngm,2010,19902333,19902333,,18696317,Which genes does transcription factor CP2|TFCP2 significantly interact with?
C0257158|7024,transcription factor CP2|TFCP2,aapp,INTERACTS_WITH,C1414028|54487,DGCR8 gene|DGCR8,gngm,2010,19902333,19902333,,18696317,Which genes does transcription factor CP2|TFCP2 significantly interact with?
C0289313,rosiglitazone,orch,INTERACTS_WITH,C0243192,agonists,phsu,2010,19902320,19902320,,18683622,Which pharmacologic substances does rosiglitazone significantly interact with?
C0596902,Membrane Transport Proteins,aapp,INTERACTS_WITH,C0073393,Risperidone,orch,2010,27721355,27721355,,1255877,Which chemicals does Membrane Transport Proteins significantly interact with?
C0597357,receptor,aapp,INTERACTS_WITH,C0000975,Acetate,orch,2010,19966787,19966787,,939200,Which chemicals does receptor significantly interact with?
C0671771,pregnane X receptor,aapp,INTERACTS_WITH,C0014442,Enzymes,enzy,2010,19997066,19997066,,18698430,Which enzymes does pregnane X receptor significantly interact with?
C0671771,pregnane X receptor,aapp,INTERACTS_WITH,C0023810,Lipopolysaccharides,lipd,2010,19997066,19997066,,18698208,Which medical entities does pregnane X receptor significantly interact with?
C0671771,pregnane X receptor,aapp,INTERACTS_WITH,C0596902,Membrane Transport Proteins,aapp,2010,19997066,19997066,,18698430,Which proteins does pregnane X receptor significantly interact with?
